fac_no,fac_name,beg_date,end_date,day_per,data_ind,audit_ind,county,hsa,hfpa,type_cntrl,type_care,type_hosp,teach_rurl,phone,address,city,zip_code,ceo,ceo_title,rpt_prep,owner,er_desig,mcar_pro,mcal_pro,reg_mcal,bed_lic,bed_avl,bed_stf,day_mcar_tr,day_mcar_mc,day_mcal_tr,day_mcal_mc,day_cnty,day_thrd_tr,day_thrd_mc,day_oth_ind,day_oth,day_tot,dis_mcar_tr,dis_mcar_mc,dis_mcal_tr,dis_mcal_mc,dis_cnty,dis_thrd_tr,dis_thrd_mc,dis_oth_ind,dis_oth,dis_tot,bed_acute,bed_psych,bed_chem,bed_rehab,bed_ltc,bed_resdnt,day_acute,day_psych,day_chem,day_rehab,day_ltc,day_resdnt,dis_acute,dis_psych,dis_chem,dis_rehab,dis_ltc,dis_resdnt,occ_lic,occ_avl,alos_all,alos_exltc,bas_nursry,day_nursry,dis_nursry,vis_mcar_tr,vis_mcar_mc,vis_mcal_tr,vis_mcal_mc,vis_cnty,vis_thrd_tr,vis_thrd_mc,vis_oth_ind,vis_oth,vis_tot,vis_er,vis_clin,vis_home,vis_ref_op,day_pips,op_room,op_min_ip,op_min_op,surg_ip,surg_op,ct_scans,gr_pt_rev,ded_fr_rev,tot_cap_rev,net_pt_rev,oth_op_rev,tot_op_exp,net_frm_op,nonop_rev,nonop_exp,inc_tax,ext_item,net_income,gr_rev_dly,gr_rev_amb,gr_rev_anc,gr_ip_mcar_tr,gr_ip_mcar_mc,gr_ip_mcal_tr,gr_ip_mcal_mc,gr_ip_cnty,gr_ip_thrd_tr,gr_ip_thrd_mc,gr_ip_oth_ind,gr_ip_oth,gr_ip_tot,gr_op_mcar_tr,gr_op_mcar_mc,gr_op_mcal_tr,gr_op_mcal_mc,gr_op_cnty,gr_op_thrd_tr,gr_op_thrd_mc,gr_op_oth_ind,gr_op_oth,gr_op_tot,c_adj_mcar_tr,c_adj_mcar_mc,c_adj_mcal_tr,c_adj_mcal_mc,disp_855,c_adj_cnty,c_adj_thrd_tr,c_adj_thrd_mc,bad_debt,char_hb,char_oth,sub_indgnt,ded_oth,cap_rev_mcar,cap_rev_mcal,cap_rev_cnty,cap_rev_thrd,netrv_mcar_tr,netrv_mcar_mc,netrv_mcal_tr,netrv_mcal_mc,netrv_cnty,netrv_thrd_tr,netrv_thrd_mc,netrv_oth_ind,netrv_oth,disp_trnfr,inter_tfr,contribtns,inc_invest,dist_rev,cnty_appro,exp_dly,exp_amb,exp_anc,exp_pip,exp_pop,exp_res,exp_ed,exp_gen,exp_fisc,exp_adm,exp_unassg,exp_sal,exp_ben,exp_phys,exp_othpro,exp_supp,exp_purch,exp_depre,exp_leases,exp_insur,exp_intrst,exp_oth,cur_asst,asst_limtd,net_ppe,const_prog,inv_oth,intan_asst,tot_asst,cur_liab,def_cred,net_ltdebt,equity,liab_eq,cash,bldgs,equipment,tot_ppe,acc_depre,mort_pay,cap_lease,bond_pay,tot_ltdebt,cur_mat,inter_rec,inter_pay,hosp_emp,hosp_fte,nurs_emp,prod_hrs,non_prd_hr,paid_hrs,med_staff,stdnt_fte,prd_hr_mgt,prd_hr_tch,prd_hr_rn,prd_hr_lvn,prd_hr_aid,prd_hr_clr,prd_hr_env,prd_hr_oth,cnt_hr_rn,cnt_hr_oth,prd_hr_dly,prd_hr_amb,prd_hr_anc,prd_hr_ed,prd_hr_gen,prd_hr_fis,prd_hr_adm,prd_hr_non,pd_hr_dly,pd_hr_amb,pd_hr_anc,pd_hr_ed,pd_hr_gen,pd_hr_fis,pd_hr_adm,pd_hr_non,ii,year
106301337,south coast medical center,1/1/2003,12/31/2003,365,audited,incl. ind. audit,orange,13,1017,non-profit,general,comparable,,(949)499-1311,31872 coast highway,south laguna,92677-3290,gary irish,ceo,tue nguyen,adventist health,0,05-0193,,zzt30193f,193,193,84,8607,3622,4500,674,57,198,11490,0,1295,30443,1182,830,115,39,18,49,2338,0,312,4883,104,36,24,0,29,0,11765,7041,2616,0,9021,0,3439,950,457,0,37,0,43.2,43.2,6.2,4.4,15,1180,503,9924,2825,81,264,89,1012,21496,0,2274,37965,15038,6497,6749,0,0,5,104510,156882,702,1901,7220,214130329,157488067,0,56642262,922459,60863626,-3298905,954726,194330,0,0,-2538509,47944323,26874700,139311306,39605198,23525694,7018719,2941460,395998,1053278,46514409,0,7003319,128058075,21090393,10250040,511629,532177,205856,2067959,47029534,0,4384666,86072254,44529017,26178470,6789658,2692303,0,601854,2419169,70243255,4034341,0,0,0,0,0,0,0,0,15871498,7597264,643582,781334,0,702068,23300688,0,7745828,0,0,0,0,0,0,11815963,4066566,18671206,0,0,0,0,9635830,3448645,7727893,5497523,26762019,5465563,753543,2207945,8883861,6673673,3114064,1232924,427428,1096318,4246288,12531129,3973440,20246431,1127421,2397993,0,40276414,24823555,0,16854238,-1401379,40276414,158413,35665189,34952928,74437600,54191169,16564092,0,0,17946753,1092515,0,0,881,658,185,975729,413231,1388960,166,0,91219,279511,199841,51945,78449,168698,75476,9270,20244,1076,298943,76642,253850,0,171261,89954,68480,16599,450329,100040,387808,0,239836,109278,81316,20353,,2003
106141338,southern inyo hospital,7/1/2002,6/30/2003,365,audited,excl. ind. audit,inyo,12,1201,district,general,comparable,small/rural,(760)876-5501,501 east locust st,lone pine,93545,donna donald,administrator,jennifer floyd,southern inyo healthcare district,0,05-0388,,zzt30388f,37,37,37,654,0,10353,0,18,69,0,177,590,11861,79,0,53,0,10,14,0,3,8,167,4,0,0,0,33,0,155,0,0,0,11706,0,74,0,0,0,93,0,87.8,87.8,71,2.1,0,0,0,2544,0,1244,0,259,2895,0,0,513,7455,1025,5746,0,1183,0,0,0,0,0,0,0,7156932,2741789,0,4415143,271035,4795692,-109514,799808,0,0,0,690294,2986460,1180346,2990126,580092,0,3047223,0,61972,48633,0,52327,173980,3964227,1256056,0,450675,0,104158,770504,0,0,611312,3192705,544659,0,1323265,0,0,0,111509,0,426191,0,185134,0,151031,0,0,0,0,1106145,0,2041826,0,166130,707628,0,0,393414,0,0,190000,6773,332210,0,1245300,887546,749785,0,0,0,0,817017,437397,538121,120526,2361079,656909,501439,351747,349541,96776,147415,36342,22427,3379,268638,1397607,0,602739,0,0,0,2000346,1017057,0,15047,968242,2000346,725388,2834117,1225254,4112575,3509836,0,15047,0,15047,0,0,0,91,86,40,144422,36848,181270,11,0,21146,10356,8921,12559,40195,28186,17611,2654,0,2794,58542,12831,15127,0,30841,16591,10490,0,65471,19939,26296,0,39726,18147,11691,0,,2003
106334068,southwest healthcare system-murrieta,1/1/2003,12/31/2003,365,audited,incl. ind. audit,riverside,12,1109,investor,general,comparable,,(909)696-6000,25500 medical center drive,murrieta,92362,d. scott crane,ceo,jeffrey n. brown,universal health systems inc.,0,05-0701,hsc30701f,,176,176,130,16029,7034,3943,1899,327,355,14862,575,2005,47029,3664,1930,1430,777,112,119,6003,168,610,14813,176,0,0,0,0,0,47029,0,0,0,0,0,14813,0,0,0,0,0,73.2,73.2,3.2,3.2,15,5809,3451,7825,6422,5420,8357,362,2108,43803,848,13478,88623,61886,0,0,31654,0,9,802500,530760,3660,3341,21417,461179946,321359292,0,139820654,638271,114633414,25825511,408184,99349,0,0,26134346,60432226,59420279,341327441,107762028,50417718,21445010,9337551,1609171,3396260,99672306,5172290,15187052,313999386,30938242,12196579,6201317,9235574,418335,3666857,68370205,949971,15203480,147180560,107043667,46677287,25179768,16227444,0,2027504,4425302,94625393,12303317,0,5966805,0,6882805,0,0,0,0,31450739,15830093,2461190,2329257,2,2606711,70505302,155456,14481904,0,0,0,317281,0,0,19275881,6487914,41764005,0,0,0,0,11017668,6248398,14965261,14874287,40982572,12955078,0,2686275,23622908,12324468,3954558,1892404,2626114,8870938,4718099,64819715,0,27315146,2829431,0,5132557,100096849,10290103,0,0,89806746,100096849,1288134,14860832,23013490,41923084,14607938,0,0,0,0,0,32925990,0,1179,888,590,1683514,184466,1867980,282,0,149767,368974,518750,17955,156020,353258,97076,1016,10073,10625,460761,140793,468948,0,210322,189785,212905,0,503362,154413,524282,0,230331,209731,245861,0,,2003
106100899,st. agnes medical center,7/1/2002,6/30/2003,365,audited,incl. ind. audit,fresno,09,0605,non-profit,general,comparable,,(559)450-3000,1303 e. herndon,fresno,93720-3309,sr. ruth marie nickerson,president/ceo,craig warkentin,trinity health,0,05-0093,hsc00093f,,330,330,330,62419,0,8521,4089,0,1884,25371,481,879,103644,11742,0,1900,1413,0,533,7558,149,293,23588,330,0,0,0,0,0,103644,0,0,0,0,0,23588,0,0,0,0,0,86,86,4.4,4.4,30,5346,2831,135058,0,27818,20144,0,12486,138791,1013,10388,345698,53693,13536,23356,229469,0,23,848665,599386,6832,11963,22717,838813012,549934445,0,288878567,6234629,283920696,11192500,2588374,508079,0,0,13272795,122693362,76860732,639258918,311027961,0,34730364,19083409,0,11971667,175085578,3175725,7626430,562701134,105416368,0,14927328,15451282,0,8669430,125114173,1530807,5002490,276111878,295169519,0,43986423,29336925,0,0,0,166413054,7281837,0,7746687,0,0,0,0,0,0,120896030,0,4256643,5068532,0,19460500,131542424,0,7654438,0,-521658,337933,587974,0,0,49404342,17035457,115050397,0,0,598080,0,42613412,7710009,39125789,12383210,107153929,43742008,5648647,16954602,57855906,19230698,17702896,2856531,1046624,2652316,9076539,63117682,132935645,116802932,51758589,6403263,5023169,376041280,32574003,0,70148968,273318309,376041280,10952052,138263031,112372351,260797502,143994570,0,1870795,0,71752798,1603830,231740,69882003,2636,2376,886,4597094,552248,5149342,546,0,312511,1157739,898050,63918,417753,865943,305168,367835,178467,29710,1189973,387443,1298602,10503,895981,246664,544467,23461,1322983,428843,1457718,11612,1007268,279515,614684,26719,,2003
106361339,st. bernardine medical center,7/1/2002,6/30/2003,365,audited,incl. ind. audit,san bernardino,12,1209,non-profit,general,comparable,,(909)883-8711,2101 north waterman avenue,san bernardino,92404-4836,steve barron,president,toni moffett,catholic healthcare west,0,05-0129,hsc30129g,zzt30129g,463,285,285,20392,10404,12888,5083,523,1037,15567,36,2768,68698,3347,2410,2670,1578,97,258,4599,9,621,15589,427,36,0,0,0,0,68698,0,0,0,0,0,15589,0,0,0,0,0,40.7,66,4.4,4.4,30,4001,2347,14239,4341,8842,13858,0,1031,19432,57,18920,80720,41262,907,0,35794,11687,10,619839,607509,5113,8874,8636,651566738,513601643,20454976,158420071,1151189,168069572,-8498312,1440943,1520057,0,0,-8577426,143618703,17565604,490382431,140952500,89910331,78072086,25259645,3326948,11679941,145387759,242174,11522088,506353472,27127336,18470240,9990410,10202878,0,9076308,63205836,63120,7077138,145213266,123830898,87953469,80160728,28275625,0,917915,11774848,160987837,18098950,0,722503,-38208,917078,13006019,648068,0,6800889,44248938,33433121,7901768,7834966,2447241,8981401,54406647,0,-834011,0,-1464222,0,-660796,0,0,34249417,4985481,63451495,8961442,0,0,0,23747489,5491519,19541062,7641667,60569931,19850873,2068431,7434367,33432663,24157335,7969475,1189237,0,3830043,7567217,46504112,5126948,78728907,453122,0,0,130813089,69770179,0,49614617,11428293,130813089,0,70191381,57850041,134202175,55473268,53455752,0,0,53455752,3841135,0,25343,1501,1209,450,2197042,425551,2622593,365,0,197285,526240,571794,35085,157180,335795,226710,38835,104020,4098,691167,97397,661242,0,383244,133177,230815,0,811582,120029,845580,0,432471,143868,269063,0,,2003
106394009,st. dominic's hospital,7/1/2002,6/30/2003,365,audited,incl. ind. audit,san joaquin,06,0507,non-profit,general,comparable,,(209)825-3500,1777 west yosemite avenue,manteca,95336,margaret hepburn,ceo,jennifer hatch,catholic healthcare west,0,05-0695,hsc30695f,hsp30695f,77,77,77,2531,658,15924,0,0,3451,0,40,400,23004,510,123,627,0,0,786,0,13,21,2080,27,0,0,0,50,0,5442,0,0,0,17562,0,1900,0,0,0,180,0,81.90000000000001,81.90000000000001,11.1,2.9,0,0,0,6801,1977,10192,0,0,28060,0,2,3837,50869,19730,0,0,31614,0,3,34224,41628,387,645,3653,145591772,116622090,0,28969682,142836,32572222,-3459704,313194,278585,0,0,-3425095,36112805,10287947,99191020,19079927,4153061,56674531,0,0,19915679,0,265823,2728381,102817402,6575114,1891042,7004189,0,0,24877385,0,1356,2425284,42774370,21770624,5131000,54090614,0,-363538,0,30497783,0,5137891,0,336078,0,21638,0,0,0,0,3858149,904347,9847825,0,0,13135505,0,140872,1082984,0,1854623,208,0,0,0,8605116,1765642,9898071,0,0,0,0,4778865,1265114,3745222,2514192,12172603,5557797,1025724,1225013,3590430,4682244,1637408,181691,353246,1103475,1042591,5790449,0,17968563,285291,0,0,24044303,4583726,0,15438080,4022497,24044303,0,24365932,7375896,34193910,16225347,0,0,15804203,16437988,999908,0,0,310,270,95,499392,78842,578234,71,0,44154,90227,106409,31687,22545,127743,44728,15946,15313,640,193715,24944,152409,0,69846,28948,29530,0,217930,27818,190743,0,77152,29945,34646,0,,2003
106521041,st. elizabeth community hospital,7/1/2002,6/30/2003,365,audited,incl. ind. audit,tehama,01,0211,non-profit,general,comparable,small/rural,(530)225-6374,2550 sr mary columba drive,red bluff,96080,jon halfide,president,denise warmsley,catholic healthcare west,3,05-0042,,zzr00042g,76,71,71,7488,0,1926,0,360,2426,55,174,380,12809,2180,0,562,0,106,709,16,51,111,3735,66,0,0,0,10,0,12737,0,0,0,72,0,3724,0,0,0,11,0,46.2,49.4,3.4,3.4,6,1046,551,20663,0,21866,0,1462,12276,728,2047,4445,63487,29496,8764,13114,15135,0,3,326824,306941,3631,3410,6615,124419200,76503242,0,47915958,397642,43705316,4608284,296743,343238,0,0,4561789,18803839,22306424,83308937,34880562,0,10845289,0,1808649,14972852,244583,783380,1700120,65235435,21549385,0,12500842,0,2137860,18261930,738108,1260129,2735511,59183765,41333109,0,19416552,0,0,3578230,5825363,172245,3449842,0,2043509,0,684392,0,0,0,0,14334647,0,3827355,0,350999,24740544,731532,0,3930881,0,-573539,0,-112022,0,0,5660351,6536410,15227185,0,0,0,0,6095435,1541785,7289460,1354690,16193690,9713004,1226663,224783,6921509,4178683,2409156,594510,370956,105142,1767220,18912355,3941978,12655062,1395149,713122,0,37617666,7559250,0,0,30058416,37617666,700,14782026,19652679,42282675,29627613,0,0,0,0,0,8785439,0,491,430,110,714038,184546,898584,32,0,54163,183286,173079,9765,22084,139190,83232,44036,2212,2991,134339,142921,164541,0,122377,28494,111321,10045,173288,172412,228373,0,148580,32405,132276,11250,,2003
106190754,st. francis medical center,7/1/2002,6/30/2003,365,audited,excl. ind. audit,los angeles,11,0923,non-profit,general,comparable,,(310)603-6000,3630 e imperial highway,lynwood,90262-2636,gerald t. kozai,president,jennifer floyd,catholic healthcare west,2,05-0104,hsc30104f,zzt30104f,384,383,383,22801,7442,41289,10321,2311,1094,3599,1767,5535,96159,2826,1545,7709,3415,699,214,933,390,1226,18957,314,40,0,0,30,0,78633,9351,0,0,8175,0,17150,1091,0,0,716,0,68.59999999999999,68.8,5.1,4.8,40,12134,5148,24451,6913,66674,55390,5883,9234,31553,2483,20592,223173,72988,81848,0,79808,6334,7,323815,177600,2837,7972,25460,634783808,466856222,20169364,188096950,2612566,185434100,5275416,6253911,1401052,0,0,10128275,157373038,43763122,433647648,120055026,39190265,188956503,56305918,11674368,8226242,24722575,11168140,34961916,495260953,24481201,6873240,32718635,29749389,3040262,3587367,24808994,799548,13464219,139522855,103741360,12538454,155877572,73582294,-21498996,10553243,8665153,51213838,5083475,0,24183107,0,42916722,3850378,6392508,0,9926478,40794867,37375429,78053330,15893334,4161387,3148456,8244209,0,425938,0,0,1606599,2698869,0,0,41730400,11731024,46606992,6718671,0,0,1478788,25235523,5759417,24806759,21366526,70766009,24709975,6343525,3943183,21453545,24402650,10102339,2497803,1472404,11895765,7846902,105807300,55683797,152175897,3407977,3145583,0,320220554,32198845,3451000,154089917,130480792,320220554,18577643,174378202,74806387,250008726,97832829,0,0,160134917,160134917,6045000,5396139,280846,1856,1532,721,2910793,346641,3257434,296,0,277035,552100,805357,137348,169510,517905,284903,95750,17602,53283,980954,288486,629069,38663,494466,171137,308018,0,1091732,321376,704524,42863,558566,192828,345545,0,,2003
106420528,st. francis medical ctr-santa barbara,7/1/2002,6/18/2003,353,audited,excl. ind. audit,santa barbara,10,0807,non-profit,general,comparable,,(805)962-7661,601 east micheltorena street,santa barbara,93103-2216,ron biscaro,president,james saurenmann,catholic healthcare west central coast,0,05-0061,,zzt30061f,85,85,85,8083,1376,26,451,24,307,1222,138,96,11723,1039,284,6,61,10,107,395,12,75,1989,48,14,0,0,23,0,4943,2925,0,0,3855,0,1425,243,0,0,321,0,39.1,39.1,5.9,4.7,0,0,0,3789,703,170,1136,119,4735,3190,541,3336,17719,8431,0,0,8805,0,6,122176,110101,751,1417,2187,87454059,64612392,0,22841667,472303,33241012,-9927042,949847,1005942,0,0,-9983137,16318492,2541758,68593809,29764683,7840317,215983,1473425,167743,2906506,12231817,883057,1186024,56669555,6780757,1563751,182513,1498580,163549,2431474,13103724,788787,4271369,30784504,27463407,5094382,86573,2722991,0,303142,2345274,20108820,732729,0,1671844,0,4083230,0,0,0,0,9082033,4309686,83859,249014,28150,2663442,4559590,0,1865893,0,0,0,0,0,0,5679799,1288493,12352009,0,0,0,0,6321183,1371225,5004163,1224140,9280783,6136942,367741,1542035,5413129,7034399,1013739,149090,734276,20562,1548316,3562746,1810281,15247390,153504,5904057,0,26677978,14516114,0,0,12161864,26677978,428,30880449,16926615,50654045,35406655,0,0,0,0,0,0,1198842,384,261,130,457859,97094,554953,171,0,53693,150101,79385,9462,14346,47271,55385,18381,16949,12886,85109,25937,133505,0,115890,32889,36208,28321,105147,31572,160639,0,142229,37943,44897,32526,,2003
106380960,st. francis memorial hospital,7/1/2002,6/30/2003,365,audited,incl. ind. audit,san francisco,04,0423,non-profit,general,comparable,,(415)353-6000,900 hyde street,san francisco,94109,cheryl fama,president/ceo,david s. kornblum cpa,catholic healthcare west,0,05-0152,hsc00152f,zzr00152f,356,209,209,24314,2989,7132,305,0,727,11186,0,3651,50304,3538,435,1037,44,0,105,1626,0,531,7316,267,35,0,20,34,0,27675,7905,0,5263,9461,0,5321,1002,0,353,640,0,38.7,65.90000000000001,6.9,6.1,0,0,0,35359,3686,8381,797,0,3821,85534,0,34765,172343,21264,61310,0,88310,0,15,395960,330528,2843,5085,6376,437737463,320356789,0,117380674,1709529,108916313,10173890,3163055,4872912,0,0,8464033,159109831,17688131,260939501,141841925,17123304,52891064,1444353,0,5242213,87108839,0,24614881,330266579,29741486,3817224,5179724,685261,0,2342698,52335312,0,13369179,107470884,131168976,15011915,52566528,1523173,0,0,2727594,88107517,7378606,0,8213115,0,13659365,0,0,0,0,40414435,5928613,5504260,606441,0,3629155,51336634,0,9961136,0,-2514000,60035,-2879899,0,0,26214783,6874997,30057493,0,0,486049,92753,18591413,1369022,19690638,5539165,41717468,15637538,1545768,5440414,14906970,16796857,5966584,1035411,864499,832072,4172732,30647149,95520162,40755482,8140405,44875000,0,219938198,22431656,0,41829435,155677107,219938198,8781615,86725023,57764665,146736316,105980834,0,0,43585956,43904956,2075521,0,1093536,743,743,252,1395331,218660,1613991,171,1,97869,313284,327693,10527,119998,266793,140794,49349,42415,26609,436084,126885,349913,8708,278775,36039,133576,25351,513726,143976,406144,10294,321026,40527,150124,28174,,2003
106281078,st. helena hospital,1/1/2003,12/31/2003,365,audited,incl. ind. audit,napa,03,0407,non-profit,general,comparable,,(707)963-3611,650 sanitarium road,deer park,94576-9710,joaline olson,president/ceo,jay whitcomb,st. helena hospital,0,05-0013,,zzr00013f,181,181,181,15884,0,3163,0,1331,685,8968,0,841,30872,2433,0,507,0,219,89,1641,0,108,4997,91,37,30,0,23,0,15343,5045,5140,0,5344,0,3292,718,519,0,468,0,46.7,46.7,6.2,5.6,0,0,0,30595,0,5005,0,2006,17371,24757,0,16207,95941,7170,27194,8540,43179,0,8,185276,163276,2306,4990,4235,295912458,215537830,540439,80915067,3824279,85684398,-945052,2836513,520770,0,0,1370691,86397863,14165580,195349015,123922412,0,25507667,0,4752168,3663728,43523392,0,5047421,206416788,43054659,0,2728546,0,1068897,5053444,34448664,0,3141460,89495670,130481732,0,24648600,0,0,4061183,5906980,46227386,2802314,0,494636,0,914999,0,0,0,540439,36364092,0,3506226,0,1757481,2028811,31328205,0,5930252,0,0,1139693,138733,0,0,15537393,8217733,25606948,0,0,0,0,11710211,3676254,14592074,6343785,33644792,9905494,2574087,5868369,14639024,7921390,6665977,944820,432420,350274,2737751,21343930,1737758,34733472,3332500,3589747,253515,64990922,13737562,0,27552715,23700645,64990922,5731714,55080768,26788130,86625609,51892137,2500000,55310,23849370,28504243,951528,3387180,113250,838,634,325,1194777,161599,1356376,110,0,111665,313816,297816,16466,0,297330,113570,7034,31112,5968,383339,124628,211936,0,210719,116566,147589,0,425751,140559,252271,0,238617,129472,169706,0,,2003
106190756,st. john's hospital and health center,6/1/2002,5/31/2003,365,audited,excl. ind. audit,los angeles,11,0927,non-profit,general,comparable,,(310)829-5511,1328 22nd street,santa monica,90404-2032,bruce lamoureux,ceo,clem villavert,sisters of charity of leavenworth health system,0,05-0290,,zzt30290f,233,233,233,40454,6338,512,31,0,2578,18090,463,974,69440,6143,1117,85,13,0,760,5413,60,170,13761,233,0,0,0,0,0,69440,0,0,0,0,0,13761,0,0,0,0,0,81.7,81.7,5,5,26,3499,1366,127027,15731,2689,782,0,74737,73421,147,15294,309828,31131,188593,33163,49634,0,15,2286980,1808500,18489,15284,21198,828166717,631507627,13070415,209729505,4414037,206928736,7214806,79034315,42753005,0,0,43496116,176184886,52946265,599035566,313950908,47642812,5513845,58401,0,27815995,188639611,3804080,8013923,595439575,72765339,67968482,828209,1781117,0,11020076,71313691,2836000,4214228,232727142,313374814,60378771,4543646,1332229,0,0,20405638,200978206,15487948,0,9740429,0,5265946,9498655,0,0,3571760,69861981,63168428,1674121,507289,0,15679847,52868045,0,5969794,0,0,72934245,2830753,0,0,37212278,15958858,84019779,0,0,0,0,25958126,6390893,28686835,8701967,73528950,30473276,2234272,14006676,40559500,22323743,10380827,1669394,3390428,18882,8342788,60787155,97530929,51097463,151403504,8741509,0,369560560,37389073,546000,201946,331423541,369560560,14699564,74036317,104330266,201120407,150022944,0,244946,0,244946,43000,0,0,1463,1452,651,3000705,321206,3321911,936,0,168939,849022,698100,50425,304945,502800,0,124916,168031,133527,873086,410806,913111,0,473767,120487,209448,0,935295,450344,1021271,0,529539,139916,245546,0,,2003
106560508,st. john's pleasant valley hospital,7/1/2002,6/30/2003,365,audited,excl. ind. audit,ventura,10,0811,non-profit,general,comparable,,(805)389-5800,2309 antonio ave,camarillo,93010-1414,t. michael murray,president,john r. smith,catholic healthcare west,0,05-0616,hsc30616g,hsp30616g,180,180,180,19111,9863,3219,0,0,598,5600,0,1774,40165,2138,242,200,0,0,175,1239,0,136,4130,81,0,0,0,99,0,13729,0,0,0,26436,0,3239,0,0,0,891,0,61.1,61.1,9.699999999999999,4.2,7,1083,537,14421,896,2082,0,0,3295,9348,0,17657,47699,16537,0,0,28197,0,5,212480,232240,1787,4963,6416,215985052,155602480,0,60382572,176388,55038737,5520223,535932,114684,0,0,5941471,41743161,8878632,165363259,99724794,11068830,9977842,0,0,4152334,38142158,0,796657,163862615,19376542,781860,1842548,0,0,2281103,26403097,0,1437287,52122437,99348840,6281814,9412226,0,0,0,3638483,36504095,0,0,208435,-10908,219495,0,0,0,0,19752496,5568876,2408164,0,0,2794954,28041160,0,1816922,0,-923017,0,439779,0,0,14293976,1960776,17250749,0,0,0,0,8827659,5101962,6155590,1448025,25948816,8991075,400314,514758,7335162,6935428,1689361,824932,463571,106783,1828537,23203326,8993599,13626902,2665580,0,0,48489407,12131630,0,1249976,35107801,48489407,4820569,25963012,23375218,51542851,37915949,2574980,0,0,2574980,1325004,251757,23586,819,614,204,1087592,195367,1282959,598,0,69635,198707,242475,73348,107745,269015,88677,32111,0,5879,369966,42094,232610,0,143142,188891,110889,0,437833,49249,273602,0,169066,222217,130992,0,,2003
106560529,st. john's regional medical center,7/1/2002,6/30/2003,365,audited,excl. ind. audit,ventura,10,0811,non-profit,general,comparable,,(805)988-2500,1600 rose avenue,oxnard,93030-3722,t. michael murray,president,john r. smith,catholic healthcare west,0,05-0082,hsc30082f,zzt30082f,266,266,266,27280,2287,8370,0,0,3139,14225,0,4883,60184,4131,399,2260,0,0,713,2868,0,749,11120,221,22,0,23,0,0,49426,4123,0,6635,0,0,10420,366,0,334,0,0,62,62,5.4,5.4,16,3799,1878,19122,1155,14681,0,0,5831,30101,0,7562,78452,43692,0,0,36392,0,10,514458,410820,3826,3749,12913,531509758,382453143,0,149056615,604433,143227940,6433108,2733599,248511,0,0,8918196,100969363,30685047,399855348,194287090,20983337,46126688,0,0,18407798,126879005,0,6529876,413213794,39394024,1899966,14530186,0,0,8572385,47092835,0,6806568,118295964,173109793,16857224,53953105,0,0,0,17857269,115146067,2866440,0,1322531,-61937,1402651,0,0,0,0,60571321,6026079,6703769,0,0,9122914,58825773,0,7806759,0,-1814169,105542,1405268,0,0,29420112,6942148,52772318,0,0,0,0,24672493,4552303,16711648,8156918,56536575,21937027,997814,1268240,24682805,18937143,6782866,2616254,981730,2730846,5756640,74533065,4688464,69328680,12443261,15773150,0,176766620,34737464,3252343,37494020,101282793,176766620,35841925,101180277,40741607,156881692,87553012,39861908,0,0,39861908,2367888,17587493,545161,1658,1165,377,2068507,388833,2457340,598,0,170465,511589,635686,25396,123354,304887,209331,53825,0,33974,566707,136106,622610,0,386116,64910,292058,0,665708,159243,768219,0,448142,76203,339825,0,,2003
106121080,st. joseph hospital - eureka,7/1/2002,6/30/2003,365,audited,incl. ind. audit,humboldt,01,0105,non-profit,general,comparable,,(707)269-4209,2700 dolbeer street,eureka,95501-4736,michael l. purvis,ceo,jennifer floyd,st. joseph health system,0,05-0006,,zzr00006f,210,133,133,18253,157,5115,0,1586,1117,4305,46,678,31257,3818,33,1260,0,238,256,970,9,165,6749,195,0,0,15,0,0,27963,0,0,3294,0,0,6514,0,0,235,0,0,40.8,64.40000000000001,4.6,4.6,5,1349,615,48773,15,30611,0,12224,16426,47341,117,8747,164254,23399,25492,0,110395,0,5,398166,446613,3192,8477,0,324014793,221676267,0,102338526,997514,102801694,534346,154987,295140,0,0,394193,45596156,13595072,264823565,103255350,895888,31568997,0,10475329,9168470,29356693,269066,4367860,189357653,48100584,16571,19587748,0,5640589,12198882,45751617,176158,3184991,134657140,115452824,668608,31226663,0,0,10955002,10857126,40559747,5703976,0,5281215,0,971106,0,0,0,0,35903110,243851,15658645,0,4596362,10510226,34548563,0,877769,0,0,0,44596,0,0,16666327,5517792,42743804,0,0,0,0,14009317,3854989,14414908,5594557,31528126,17253702,3245303,8420669,18823346,8585353,5557200,1698572,1190939,1912724,4585760,25332645,11365567,43668236,7667802,236486,10976993,99247729,22176417,0,68693411,8377901,99247729,6255363,47967959,40974017,92388100,48719864,0,0,38379990,69379990,686579,0,31000000,916,820,407,1620841,182999,1803840,172,0,119969,436348,424045,18741,130726,224847,144103,23912,49697,48453,392956,101515,540738,0,302264,123723,159645,0,436208,114609,597034,0,332042,141109,182838,0,,2003
